chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
34.572971,0.321739,0.729167,[0.98256391 0.98126336 0.97700336 ... 0.97214255 0.97848601 0.98126336],"[[0.98256391 0.98126336 0.97700336 ... 0.96852403 0.97700336 0.98126336]
 [0.98126336 0.98126336 0.97848601 ... 0.96025398 0.97214255 0.97848601]
 [0.97700336 0.97848601 0.97700336 ... 0.94479396 0.96246185 0.97214255]
 ...
 [0.96852403 0.96025398 0.94479396 ... 0.96852403 0.97214255 0.97214255]
 [0.97700336 0.97214255 0.96246185 ... 0.97214255 0.97700336 0.97848601]
 [0.98126336 0.97848601 0.97214255 ... 0.97214255 0.97848601 0.98126336]]","[[ 7.01842287e-01+0.00000000e+00j  2.85429016e-01+4.02935289e-18j
  -1.61932403e-02-1.23436600e-19j ... -1.69620397e-02-5.24019716e-18j
  -1.61932403e-02-1.28499999e-19j  2.85429016e-01-3.06853895e-18j]
 [ 2.85429016e-01+7.69284315e-18j  2.59278879e-02-5.85271598e-20j
  -2.94483438e-02-1.15364184e-18j ... -2.94483438e-02-1.79579211e-18j
   2.59278879e-02-1.58369044e-19j  2.85429016e-01-8.21531269e-19j]
 [-1.61932403e-02+2.67217376e-19j -2.94483438e-02+3.03034617e-18j
  -7.61330225e-04+3.98818408e-19j ... -2.94483438e-02-2.39434349e-19j
  -1.61932403e-02+1.25712439e-18j  2.59278879e-02+3.10206804e-18j]
 ...
 [-1.69620397e-02-4.88567703e-18j -2.94483438e-02-6.59227883e-18j
  -2.94483438e-02+2.48782765e-18j ... -3.78253557e-04+7.08572828e-19j
   5.28634890e-03-1.58250521e-19j  2.14882067e-03-5.19623560e-18j]
 [-1.61932403e-02+1.45028323e-19j  2.59278879e-02-2.98895346e-18j
  -1.61932403e-02+1.21781587e-18j ...  5.28634890e-03-1.55146484e-18j
  -7.61330225e-04+3.93877487e-19j -2.94483438e-02-8.67143395e-19j]
 [ 2.85429016e-01-5.23907216e-18j  2.85429016e-01+9.66101951e-18j
   2.59278879e-02-1.10284960e-18j ...  2.14882067e-03-5.31946901e-18j
  -2.94483438e-02+1.26650491e-18j  2.59278879e-02-1.04820796e-18j]]",[0.95856189 0.60583416 0.83483104 0.60899782 0.70184229],1
25.217332,0.333333,0.910714,[0.99479659 0.994192   0.99205921 ... 0.98935052 0.99282761 0.994192  ],"[[0.99479659 0.994192   0.99205921 ... 0.98715003 0.99205921 0.994192  ]
 [0.994192   0.994192   0.99282761 ... 0.98158083 0.98935052 0.99282761]
 [0.99205921 0.99282761 0.99205921 ... 0.96939436 0.9831427  0.98935052]
 ...
 [0.98715003 0.98158083 0.96939436 ... 0.98715003 0.98935052 0.98935052]
 [0.99205921 0.98935052 0.9831427  ... 0.98935052 0.99205921 0.99282761]
 [0.994192   0.99282761 0.98935052 ... 0.98935052 0.99282761 0.994192  ]]","[[ 0.73052744+0.00000000e+00j  0.26788384+2.96507952e-18j
   0.00079678+6.04719373e-19j ... -0.02604326-5.74700882e-18j
   0.00079678+6.05655251e-19j  0.26788384-1.53940852e-18j]
 [ 0.26788384-1.07658502e-18j  0.05185228+6.91393789e-19j
  -0.03341927+9.74952392e-19j ... -0.03341927-1.02888537e-18j
   0.05185228-6.28758498e-19j  0.26788384+1.48904404e-18j]
 [ 0.00079678-5.29941491e-20j -0.03341927+9.06523103e-19j
  -0.0081043 -4.36729686e-19j ... -0.03341927+1.41760154e-18j
   0.00079678-3.10349584e-19j  0.05185228-4.91580769e-18j]
 ...
 [-0.02604326-7.97242847e-18j -0.03341927-1.21845557e-18j
  -0.03341927+7.49772120e-19j ...  0.00209737+2.20439064e-18j
   0.00716872-3.68711898e-18j -0.00407966+1.47818922e-18j]
 [ 0.00079678-5.82454314e-20j  0.05185228+3.41358323e-19j
   0.00079678-1.08445213e-19j ...  0.00716872+3.49660975e-19j
  -0.0081043 -6.67010607e-20j -0.03341927+4.18598373e-18j]
 [ 0.26788384+2.53195749e-18j  0.26788384-8.05910026e-19j
   0.05185228-7.16124406e-19j ... -0.00407966-4.38118615e-18j
  -0.03341927+7.72606778e-19j  0.05185228+1.80353045e-18j]]",[0.93724495 0.59178593 0.83454435 0.60866805 0.73052744],1
19.781335,0.34,0.892857,[0.97335369 0.97120419 0.96396381 ... 0.95541819 0.96651492 0.97120419],"[[0.97335369 0.97120419 0.96396381 ... 0.94891903 0.96396381 0.97120419]
 [0.97120419 0.97120419 0.96651492 ... 0.93381878 0.95541819 0.96651492]
 [0.96396381 0.96651492 0.96396381 ... 0.90538221 0.93787544 0.95541819]
 ...
 [0.94891903 0.93381878 0.90538221 ... 0.94891903 0.95541819 0.95541819]
 [0.96396381 0.95541819 0.93787544 ... 0.95541819 0.96396381 0.96651492]
 [0.97120419 0.96651492 0.95541819 ... 0.95541819 0.96651492 0.97120419]]","[[ 0.78850383+0.00000000e+00j  0.24369043+2.30096893e-18j
   0.00846273-3.98498441e-21j ... -0.01603285-4.57142810e-18j
   0.00846273-1.21854679e-19j  0.24369043-2.02988469e-18j]
 [ 0.24369043+6.76108768e-18j  0.04987255+3.13925869e-18j
  -0.01903149-1.01189397e-18j ... -0.01903149-5.72807257e-19j
   0.04987255+9.25794948e-19j  0.24369043+8.27986408e-19j]
 [ 0.00846273-2.16248350e-19j -0.01903149+2.54196764e-18j
  -0.00678037+1.49583822e-19j ... -0.01903149+1.24757205e-18j
   0.00846273-3.70551785e-19j  0.04987255-2.19445778e-19j]
 ...
 [-0.01603285+3.91467314e-20j -0.01903149-2.96664039e-18j
  -0.01903149+5.76446739e-19j ...  0.00129069+7.54168636e-19j
   0.00220907-2.37454718e-18j -0.00457679-6.18944285e-18j]
 [ 0.00846273-2.36786655e-19j  0.04987255-1.92552143e-18j
   0.00846273-3.11739641e-19j ...  0.00220907-1.58416067e-18j
  -0.00678037+2.34810007e-19j -0.01903149-3.20914684e-18j]
 [ 0.24369043-1.11298657e-17j  0.24369043-2.46530346e-19j
   0.04987255-1.97581924e-18j ... -0.00457679-4.85630956e-18j
  -0.01903149+8.79284752e-19j  0.04987255-5.49258423e-18j]]",[0.94385144 0.64035615 0.87361888 0.66181891 0.78850383],1
30.253073,0.305785,0.659091,[0.95804541 0.95567754 0.9480094  ... 0.93942686 0.95066277 0.95567754],"[[0.95804541 0.95567754 0.9480094  ... 0.93315327 0.9480094  0.95567754]
 [0.95567754 0.95567754 0.95066277 ... 0.91916824 0.93942686 0.95066277]
 [0.9480094  0.95066277 0.9480094  ... 0.89423294 0.92285349 0.93942686]
 ...
 [0.93315327 0.91916824 0.89423294 ... 0.93315327 0.93942686 0.93942686]
 [0.9480094  0.93942686 0.92285349 ... 0.93942686 0.9480094  0.95066277]
 [0.95567754 0.95066277 0.93942686 ... 0.93942686 0.95066277 0.95567754]]","[[ 7.20416729e-01+0.00000000e+00j  2.78902191e-01+3.82207210e-19j
  -5.12444109e-03-5.69027844e-20j ... -1.44235787e-02-5.52431989e-18j
  -5.12444109e-03-2.37002363e-19j  2.78902191e-01-1.65937428e-18j]
 [ 2.78902191e-01+5.45214266e-18j  3.32568925e-02-1.77090861e-18j
  -2.21854312e-02-3.85362778e-19j ... -2.21854312e-02-4.14505442e-19j
   3.32568925e-02+1.32048928e-18j  2.78902191e-01+1.03336773e-17j]
 [-5.12444109e-03+9.26605337e-20j -2.21854312e-02+4.30514006e-19j
  -3.20389790e-03+7.55301557e-20j ... -2.21854312e-02+1.23159478e-18j
  -5.12444109e-03+5.25303278e-19j  3.32568925e-02+1.77591520e-18j]
 ...
 [-1.44235787e-02-2.22889439e-18j -2.21854312e-02-1.07702608e-18j
  -2.21854312e-02+1.45537570e-18j ...  4.35128831e-04+1.23973953e-18j
   3.12434458e-03-6.06832753e-19j -9.10640960e-04-3.20143699e-18j]
 [-5.12444109e-03+9.27993175e-20j  3.32568925e-02-2.42659986e-18j
  -5.12444109e-03-4.31334623e-20j ...  3.12434458e-03-1.31355749e-18j
  -3.20389790e-03-1.13651239e-19j -2.21854312e-02+1.73886541e-18j]
 [ 2.78902191e-01-7.80292830e-18j  2.78902191e-01-4.47866449e-18j
   3.32568925e-02-1.47395662e-18j ... -9.10640960e-04-5.71809238e-18j
  -2.21854312e-02+4.03326249e-19j  3.32568925e-02+1.65204390e-18j]]",[0.95563107 0.60978714 0.84500779 0.61767327 0.72041673],1
34.631301,0.310484,0.604651,[0.97943743 0.97813037 0.97390992 ... 0.96917627 0.9753696  0.97813037],"[[0.97943743 0.97813037 0.97390992 ... 0.96569133 0.97390992 0.97813037]
 [0.97813037 0.97813037 0.9753696  ... 0.95780482 0.96917627 0.9753696 ]
 [0.97390992 0.9753696  0.97390992 ... 0.94321317 0.9599014  0.96917627]
 ...
 [0.96569133 0.95780482 0.94321317 ... 0.96569133 0.96917627 0.96917627]
 [0.97390992 0.96917627 0.9599014  ... 0.96917627 0.97390992 0.9753696 ]
 [0.97813037 0.9753696  0.96917627 ... 0.96917627 0.9753696  0.97813037]]","[[ 6.79195920e-01+0.00000000e+00j  2.93976866e-01+3.08921785e-18j
  -1.86231243e-02-3.99621501e-20j ... -1.72899607e-02-6.18109526e-18j
  -1.86231243e-02+4.64945064e-20j  2.93976866e-01-2.89280848e-18j]
 [ 2.93976866e-01+1.83730562e-18j  2.39987013e-02-1.60992728e-18j
  -3.12646318e-02-1.64510697e-18j ... -3.12646318e-02+1.09600599e-18j
   2.39987013e-02-4.02736538e-19j  2.93976866e-01+2.58555405e-18j]
 [-1.86231243e-02+8.73494611e-20j -3.12646318e-02-3.46885137e-18j
   7.98694295e-05+9.60601854e-20j ... -3.12646318e-02+2.97373243e-18j
  -1.86231243e-02+1.18783386e-18j  2.39987013e-02-2.07132920e-18j]
 ...
 [-1.72899607e-02-3.06180456e-18j -3.12646318e-02-2.29310003e-18j
  -3.12646318e-02+8.15722672e-19j ... -7.28144865e-04+3.85139905e-18j
   5.74142359e-03-8.95408035e-19j  3.19922139e-03-7.98736086e-18j]
 [-1.86231243e-02+1.33447871e-19j  2.39987013e-02+6.84166247e-19j
  -1.86231243e-02+9.49497674e-19j ...  5.74142359e-03+6.58360437e-19j
   7.98694295e-05+2.54870246e-20j -3.12646318e-02+4.66174589e-18j]
 [ 2.93976866e-01-1.34813513e-18j  2.93976866e-01-1.98891428e-18j
   2.39987013e-02-8.64448415e-20j ...  3.19922139e-03-6.57025320e-18j
  -3.12646318e-02+1.80760864e-18j  2.39987013e-02+1.51728135e-18j]]",[0.95575849 0.59011974 0.82102595 0.59062166 0.67919592],1
31.814353,0.342105,0.72,[0.97933202 0.97797821 0.97358658 ... 0.96864788 0.97510789 0.97797821],"[[0.97933202 0.97797821 0.97358658 ... 0.9650155  0.97358658 0.97797821]
 [0.97797821 0.97797821 0.97510789 ... 0.95683433 0.96864788 0.97510789]
 [0.97358658 0.97510789 0.97358658 ... 0.94189786 0.95900335 0.96864788]
 ...
 [0.9650155  0.95683433 0.94189786 ... 0.9650155  0.96864788 0.96864788]
 [0.97358658 0.96864788 0.95900335 ... 0.96864788 0.97358658 0.97510789]
 [0.97797821 0.97510789 0.96864788 ... 0.96864788 0.97510789 0.97797821]]","[[ 0.72697654+0.00000000e+00j  0.27608131+1.49547629e-18j
  -0.02191846+2.59276841e-19j ... -0.01279857-6.82710647e-18j
  -0.02191846+1.44114274e-19j  0.27608131-5.67856496e-18j]
 [ 0.27608131+2.86038933e-18j  0.01539076-1.57155565e-18j
  -0.02612427+3.77342712e-19j ... -0.02612427+7.84546566e-19j
   0.01539076-5.08143295e-20j  0.27608131-8.77281354e-19j]
 [-0.02191846+6.59337239e-19j -0.02612427+1.13009749e-18j
   0.00155937+7.27275731e-20j ... -0.02612427+1.71724821e-18j
  -0.02191846+9.09690916e-19j  0.01539076+8.91225959e-18j]
 ...
 [-0.01279857-5.72435625e-18j -0.02612427+1.14274680e-18j
  -0.02612427+1.56161372e-18j ... -0.00086345+2.85219066e-19j
   0.00405668-1.35976316e-19j  0.00370984-7.49242209e-18j]
 [-0.02191846+4.46435732e-19j  0.01539076-6.38378709e-18j
  -0.02191846+4.94120275e-19j ...  0.00405668-1.46078766e-18j
   0.00155937-1.43790921e-19j -0.02612427+3.64204162e-18j]
 [ 0.27608131-3.20598013e-18j  0.27608131-1.11706557e-18j
   0.01539076-5.63063141e-19j ...  0.00370984-7.07653209e-18j
  -0.02612427+2.75636990e-21j  0.01539076+2.62902751e-18j]]",[0.97027949 0.64090962 0.85681759 0.64231082 0.72697655],1
34.459331,0.332031,0.511628,[0.98570374 0.98477091 0.98178719 ... 0.97848631 0.98281442 0.98477091],"[[0.98570374 0.98477091 0.98178719 ... 0.97608163 0.98178719 0.98477091]
 [0.98477091 0.98477091 0.98281442 ... 0.9706983  0.97848631 0.98281442]
 [0.98178719 0.98281442 0.98178719 ... 0.96085461 0.97212298 0.97848631]
 ...
 [0.97608163 0.9706983  0.96085461 ... 0.97608163 0.97848631 0.97848631]
 [0.98178719 0.97848631 0.97212298 ... 0.97848631 0.98178719 0.98281442]
 [0.98477091 0.98281442 0.97848631 ... 0.97848631 0.98281442 0.98477091]]","[[ 0.68370818+0.00000000e+00j  0.29150774+8.06361871e-18j
  -0.03135991+9.65980974e-19j ... -0.01401874-5.99462133e-18j
  -0.03135991+1.16548966e-18j  0.29150774-9.94035992e-18j]
 [ 0.29150774-3.43654796e-18j  0.00967842-1.84675395e-18j
  -0.03276405-1.27250068e-18j ... -0.03276405+1.68122274e-18j
   0.00967842+1.29790312e-18j  0.29150774-5.80165628e-18j]
 [-0.03135991+8.83233267e-19j -0.03276405-3.13664059e-18j
   0.00523076+5.77734683e-20j ... -0.03276405+3.75350118e-18j
  -0.03135991+1.26934879e-18j  0.00967842+4.01654608e-18j]
 ...
 [-0.01401874-9.60618672e-19j -0.03276405-1.41615604e-18j
  -0.03276405+2.89139363e-19j ... -0.00244515+1.70972732e-18j
   0.00559806-7.65405603e-19j  0.00790213-8.52879656e-18j]
 [-0.03135991+8.27745703e-19j  0.00967842-3.12276759e-18j
  -0.03135991+8.47918907e-19j ...  0.00559806+6.22995183e-19j
   0.00523076+3.55702007e-19j -0.03276405+4.45982903e-18j]
 [ 0.29150774-2.56344255e-18j  0.29150774-5.68101088e-19j
   0.00967842+9.81392414e-19j ...  0.00790213-6.09577003e-18j
  -0.03276405+2.22403020e-18j  0.00967842+3.98328948e-18j]]",[0.96681396 0.61417432 0.82995931 0.60945487 0.68370818],1
33.980544,0.243802,0.74359,[0.94953472 0.94521451 0.93078578 ... 0.9140072  0.93584761 0.94521451],"[[0.94953472 0.94521451 0.93078578 ... 0.90143612 0.93078578 0.94521451]
 [0.94521451 0.94521451 0.93584761 ... 0.87283522 0.9140072  0.93584761]
 [0.93078578 0.93584761 0.93078578 ... 0.82121155 0.88042687 0.9140072 ]
 ...
 [0.90143612 0.87283522 0.82121155 ... 0.90143612 0.9140072  0.9140072 ]
 [0.93078578 0.9140072  0.88042687 ... 0.9140072  0.93078578 0.93584761]
 [0.94521451 0.93584761 0.9140072  ... 0.9140072  0.93584761 0.94521451]]","[[ 0.69486833+0.00000000e+00j  0.27787037+2.10700894e-18j
   0.03715667+5.71753154e-19j ... -0.01473456-4.07840609e-18j
   0.03715667+5.28651076e-19j  0.27787037-5.29852937e-18j]
 [ 0.27787037-5.59584284e-18j  0.08262563-4.20655941e-18j
  -0.00990314+1.06365464e-18j ... -0.00990314-4.14587843e-19j
   0.08262563-1.34997243e-18j  0.27787037-2.62486085e-18j]
 [ 0.03715667-1.05463073e-18j -0.00990314-5.16796418e-18j
  -0.01139442-3.35293094e-19j ... -0.00990314+1.22836371e-18j
   0.03715667-4.61105773e-19j  0.08262563-7.57452023e-18j]
 ...
 [-0.01473456-7.05718228e-18j -0.00990314-1.24691463e-18j
  -0.00990314-8.35654097e-20j ...  0.00159985+3.50415512e-19j
  -0.00125374-2.96680402e-18j -0.00971623-8.71417230e-18j]
 [ 0.03715667-1.04971479e-18j  0.08262563+1.32495277e-18j
   0.03715667-6.19887966e-19j ... -0.00125374-4.93161275e-19j
  -0.01139442-4.72669050e-19j -0.00990314+1.77289533e-18j]
 [ 0.27787037+2.82438637e-18j  0.27787037+2.27276683e-18j
   0.08262563-1.53413507e-18j ... -0.00971623-3.81725789e-18j
  -0.00990314+1.17202759e-18j  0.08262563-5.12460862e-18j]]",[0.89973219 0.51848117 0.79865734 0.54243414 0.69486832],1
26.637371,0.305263,0.982143,[0.99919157 0.99907698 0.99865168 ... 0.99807693 0.99880791 0.99907698],"[[0.99919157 0.99907698 0.99865168 ... 0.99758757 0.99865168 0.99907698]
 [0.99907698 0.99907698 0.99880791 ... 0.99626845 0.99807693 0.99880791]
 [0.99865168 0.99880791 0.99865168 ... 0.99300579 0.99665179 0.99807693]
 ...
 [0.99758757 0.99626845 0.99300579 ... 0.99758757 0.99807693 0.99807693]
 [0.99865168 0.99807693 0.99665179 ... 0.99807693 0.99865168 0.99880791]
 [0.99907698 0.99880791 0.99807693 ... 0.99807693 0.99880791 0.99907698]]","[[ 6.39852663e-01+0.00000000e+00j  3.00717104e-01+3.32076616e-18j
  -1.45270507e-02+3.93136071e-19j ... -3.24949671e-02-3.96090476e-18j
  -1.45270507e-02-7.16012140e-20j  3.00717104e-01-4.31501231e-18j]
 [ 3.00717104e-01-9.73949608e-18j  4.02252262e-02+5.52008160e-18j
  -4.56444335e-02-1.31348594e-18j ... -4.56444335e-02+9.72225110e-20j
   4.02252262e-02+1.90419420e-19j  3.00717104e-01-1.13323844e-18j]
 [-1.45270507e-02+2.36215090e-19j -4.56444335e-02+2.09941319e-18j
  -4.50557096e-03-1.09205132e-19j ... -4.56444335e-02+3.01300448e-18j
  -1.45270507e-02+1.33848614e-18j  4.02252262e-02-3.24328173e-18j]
 ...
 [-3.24949671e-02-8.27032652e-18j -4.56444335e-02+5.81596729e-19j
  -4.56444335e-02+4.10233656e-18j ...  2.25839608e-04+1.62530958e-18j
   1.35480607e-02+6.57549238e-20j  1.13183093e-03-7.56455209e-19j]
 [-1.45270507e-02+1.81764021e-19j  4.02252262e-02+3.94680151e-18j
  -1.45270507e-02+6.84740145e-19j ...  1.35480607e-02-3.66301568e-18j
  -4.50557096e-03+4.70681766e-19j -4.56444335e-02+1.40518830e-18j]
 [ 3.00717104e-01+6.67153652e-18j  3.00717104e-01-1.16773123e-18j
   4.02252262e-02-1.16989808e-18j ...  1.13183093e-03-6.28319004e-18j
  -4.56444335e-02-2.62548496e-19j  4.02252262e-02-3.20927692e-18j]]",[0.92671825 0.53554765 0.77897835 0.54014098 0.63985267],1
25.304745,0.383333,0.952381,[0.99870092 0.99855585 0.99805238 ... 0.99742572 0.99823299 0.99855585],"[[0.99870092 0.99855585 0.99805238 ... 0.99692342 0.99805238 0.99855585]
 [0.99855585 0.99855585 0.99823299 ... 0.99567495 0.99742572 0.99823299]
 [0.99805238 0.99823299 0.99805238 ... 0.99296733 0.99602504 0.99742572]
 ...
 [0.99692342 0.99567495 0.99296733 ... 0.99692342 0.99742572 0.99742572]
 [0.99805238 0.99742572 0.99602504 ... 0.99742572 0.99805238 0.99823299]
 [0.99855585 0.99823299 0.99742572 ... 0.99742572 0.99823299 0.99855585]]","[[ 0.73305309+0.00000000e+00j  0.26779523+2.44871171e-18j
  -0.0346641 +6.86009629e-19j ... -0.01817461-5.16003893e-18j
  -0.0346641 +7.22253006e-19j  0.26779523-2.93140961e-18j]
 [ 0.26779523+6.76633666e-19j  0.01208021-2.45188415e-18j
  -0.03836568+4.69543923e-19j ... -0.03836568-2.43393352e-19j
   0.01208021-8.84283312e-20j  0.26779523+4.70267593e-18j]
 [-0.0346641 +6.09217679e-19j -0.03836568+1.86009964e-18j
   0.00769576+5.73832994e-20j ... -0.03836568+2.72924855e-18j
  -0.0346641 +1.94447604e-18j  0.01208021+2.76585814e-18j]
 ...
 [-0.01817461-6.85063250e-18j -0.03836568-4.88391350e-18j
  -0.03836568+2.79393958e-18j ... -0.00428917+1.02519116e-18j
   0.0083905 -1.14572689e-18j  0.01059693-9.02649222e-18j]
 [-0.0346641 +4.49459192e-19j  0.01208021-2.58230620e-18j
  -0.0346641 +2.03572827e-18j ...  0.0083905 -1.70891187e-18j
   0.00769576+7.10361656e-20j -0.03836568+3.99446650e-19j]
 [ 0.26779523+1.29303293e-18j  0.26779523+3.47079253e-18j
   0.01208021-8.20641590e-19j ...  0.01059693-6.34246140e-18j
  -0.03836568+8.86172409e-19j  0.01208021+4.53493616e-18j]]",[0.97039185 0.6509446  0.85494265 0.65219924 0.73305309],1
28.979018,0.328125,0.947368,[0.99897411 0.99882245 0.99826796 ... 0.9975367  0.99846981 0.99882245],"[[0.99897411 0.99882245 0.99826796 ... 0.99692337 0.99826796 0.99882245]
 [0.99882245 0.99882245 0.99846981 ... 0.99529554 0.9975367  0.99846981]
 [0.99826796 0.99846981 0.99826796 ... 0.99136964 0.99576543 0.9975367 ]
 ...
 [0.99692337 0.99529554 0.99136964 ... 0.99692337 0.9975367  0.9975367 ]
 [0.99826796 0.9975367  0.99576543 ... 0.9975367  0.99826796 0.99846981]
 [0.99882245 0.99846981 0.9975367  ... 0.9975367  0.99846981 0.99882245]]","[[ 6.85168963e-01+0.00000000e+00j  2.84083243e-01-1.18929055e-18j
  -1.11308223e-02+9.23894566e-19j ... -3.13541662e-02-4.68005806e-18j
  -1.11308223e-02+9.46620621e-19j  2.84083243e-01-7.91673929e-19j]
 [ 2.84083243e-01+5.11790449e-18j  4.37596269e-02-1.91910732e-18j
  -4.40607107e-02+9.84636005e-19j ... -4.40607107e-02-4.15415143e-19j
   4.37596269e-02-1.53808056e-18j  2.84083243e-01+8.65813300e-19j]
 [-1.11308223e-02+2.34998765e-19j -4.40607107e-02-5.09080759e-18j
  -4.90186575e-03-4.59120155e-19j ... -4.40607107e-02+4.15106560e-18j
  -1.11308223e-02+1.03379224e-20j  4.37596269e-02-6.72584467e-18j]
 ...
 [-3.13541662e-02-1.82096894e-18j -4.40607107e-02+1.02877926e-17j
  -4.40607107e-02+3.19575841e-18j ...  5.85191049e-04+2.52533341e-18j
   1.25585821e-02+8.62399167e-19j  4.42247520e-04+3.43452565e-18j]
 [-1.11308223e-02+2.36649623e-19j  4.37596269e-02+3.55612833e-18j
  -1.11308223e-02-4.17615170e-20j ...  1.25585821e-02+1.01507380e-18j
  -4.90186575e-03-3.53841792e-19j -4.40607107e-02+5.16072543e-18j]
 [ 2.84083243e-01-3.35290263e-19j  2.84083243e-01+5.58647099e-18j
   4.37596269e-02-2.13131708e-18j ...  4.42247520e-04-4.58600622e-18j
  -4.40607107e-02+3.54649624e-18j  4.37596269e-02+2.14550326e-18j]]",[0.93431959 0.56696376 0.80681325 0.57725052 0.68516897],1
29.968076,0.357143,0.730769,[0.97719732 0.97577803 0.97119687 ... 0.96607874 0.97278029 0.97577803],"[[0.97719732 0.97577803 0.97119687 ... 0.96233302 0.97119687 0.97577803]
 [0.97577803 0.97577803 0.97278029 ... 0.95394708 0.96607874 0.97278029]
 [0.97119687 0.97278029 0.97119687 ... 0.93879629 0.95616424 0.96607874]
 ...
 [0.96233302 0.95394708 0.93879629 ... 0.96233302 0.96607874 0.96607874]
 [0.97119687 0.96607874 0.95616424 ... 0.96607874 0.97119687 0.97278029]
 [0.97577803 0.97278029 0.96607874 ... 0.96607874 0.97278029 0.97577803]]","[[ 0.74860242+0.00000000e+00j  0.267015  +2.76704132e-18j
  -0.02333898+7.26295392e-19j ... -0.01056121-6.13764049e-18j
  -0.02333898+8.73107071e-19j  0.267015  -2.08792995e-18j]
 [ 0.267015  -1.08118277e-18j  0.0109223 -9.15446122e-19j
  -0.02343606+3.98927268e-20j ... -0.02343606-9.72351859e-20j
   0.0109223 -4.58863239e-19j  0.267015  +4.03345847e-18j]
 [-0.02333898+2.40341360e-19j -0.02343606-1.69984151e-18j
   0.00215276+4.16677190e-19j ... -0.02343606+2.12832802e-18j
  -0.02333898+6.95864853e-19j  0.0109223 +3.41967808e-19j]
 ...
 [-0.01056121-7.85055374e-18j -0.02343606+7.02174569e-19j
  -0.02343606+7.35712676e-19j ... -0.00086962+3.37012112e-19j
   0.00325913+2.64287773e-19j  0.00385312-5.13111983e-18j]
 [-0.02333898+4.33758512e-19j  0.0109223 -2.38984017e-18j
  -0.02333898+7.97409899e-19j ...  0.00325913-1.16964934e-18j
   0.00215276+1.45304580e-19j -0.02343606+4.57969828e-18j]
 [ 0.267015  +9.39146404e-19j  0.267015  -4.83152529e-18j
   0.0109223 -2.04425440e-19j ...  0.00385312-6.59612224e-18j
  -0.02343606+1.36349390e-18j  0.0109223 +5.51144102e-18j]]",[0.97553823 0.66446734 0.87268776 0.66628491 0.74860242],1
29.389222,0.25,0.571429,[0.86184191 0.85527513 0.83461083 ... 0.81255597 0.84165746 0.85527513],"[[0.86184191 0.85527513 0.83461083 ... 0.79712829 0.83461083 0.85527513]
 [0.85527513 0.85527513 0.84165746 ... 0.76471602 0.81255597 0.84165746]
 [0.83461083 0.84165746 0.83461083 ... 0.71297072 0.77300076 0.81255597]
 ...
 [0.79712829 0.76471602 0.71297072 ... 0.79712829 0.81255597 0.81255597]
 [0.83461083 0.81255597 0.77300076 ... 0.81255597 0.83461083 0.84165746]
 [0.85527513 0.84165746 0.81255597 ... 0.81255597 0.84165746 0.85527513]]","[[ 7.63691620e-01+0.00000000e+00j  2.54474366e-01-1.32296139e-18j
   2.65667088e-02-8.51400195e-19j ... -7.23687341e-03-6.14711754e-18j
   2.65667088e-02-7.75462779e-19j  2.54474366e-01+1.04545332e-18j]
 [ 2.54474366e-01+5.18168985e-18j  6.18876815e-02-1.96363345e-18j
  -4.88087841e-03-1.12129912e-20j ... -4.88087841e-03-1.50264905e-18j
   6.18876815e-02+2.10728061e-18j  2.54474366e-01+3.34849866e-18j]
 [ 2.65667088e-02-7.18038995e-19j -4.88087841e-03+4.93966710e-19j
  -5.17900294e-03+1.25887058e-19j ... -4.88087841e-03+5.03436305e-19j
   2.65667088e-02-7.81889543e-19j  6.18876815e-02-1.36885328e-19j]
 ...
 [-7.23687341e-03-2.60252082e-18j -4.88087841e-03+5.38744852e-19j
  -4.88087841e-03-5.00145305e-19j ...  3.98543447e-04+2.27270945e-19j
  -5.97483175e-04-1.31682549e-18j -4.29680483e-03-1.15831202e-18j]
 [ 2.65667088e-02-4.41413331e-19j  6.18876815e-02-2.12947791e-18j
   2.65667088e-02-7.38119490e-19j ... -5.97483175e-04-1.35405478e-18j
  -5.17900294e-03+1.26482701e-20j -4.88087841e-03+7.72191510e-19j]
 [ 2.54474366e-01-3.82584621e-18j  2.54474366e-01-5.25114923e-18j
   6.18876815e-02-1.85792861e-18j ... -4.29680483e-03-5.80027270e-18j
  -4.88087841e-03+3.55464614e-19j  6.18876815e-02+1.70536546e-18j]]",[0.92999684 0.60324668 0.85577511 0.62617959 0.76369162],1
